"","queryHits","subjectHits","locus"
"1379",1,90528,"BnaA02g03750D"
"1380",1,90529,"BnaA02g03740D"
"1381",1,90530,"BnaA02g03730D"
"1382",1,90531,"BnaA02g03720D"
"1383",1,90532,"BnaA02g03710D"
"1384",1,90533,"BnaA02g03700D"
"1385",1,90534,"BnaA02g03690D"
"1386",1,90535,"BnaA02g03680D"
"1387",1,90536,"BnaA02g03670D"
"1388",1,90537,"BnaA02g03660D"
"1389",1,90538,"BnaA02g03650D"
"1390",1,90539,"BnaA02g03640D"
"1391",1,90540,"BnaA02g03630D"
"1392",1,90541,"BnaA02g03620D"
"1393",1,90542,"BnaA02g03610D"
"1394",1,90543,"BnaA02g03600D"
"1395",1,90544,"BnaA02g03590D"
"1396",1,90545,"BnaA02g03580D"
"1397",1,90546,"BnaA02g03570D"
"1398",1,90547,"BnaA02g03560D"
"1399",1,90548,"BnaA02g03550D"
"1400",1,90549,"BnaA02g03540D"
"1401",1,90550,"BnaA02g03530D"
"1402",1,90551,"BnaA02g03520D"
"1403",1,90552,"BnaA02g03510D"
"1404",1,90553,"BnaA02g03500D"
"1405",1,90554,"BnaA02g03490D"
"1406",1,90555,"BnaA02g03480D"
"1407",1,90556,"BnaA02g03470D"
"1408",1,90557,"BnaA02g03460D"
"1409",1,90558,"BnaA02g03450D"
"1410",1,90559,"BnaA02g03440D"
"1411",1,90560,"BnaA02g03430D"
"1412",1,90561,"BnaA02g03420D"
"1413",1,90562,"BnaA02g03410D"
"1414",1,90563,"BnaA02g03400D"
"1415",1,90564,"BnaA02g03390D"
"1416",1,90565,"BnaA02g03380D"
"1417",1,90566,"BnaA02g03370D"
"1418",1,90567,"BnaA02g03360D"
"1419",1,90568,"BnaA02g03350D"
"1420",1,90569,"BnaA02g03340D"
